================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=subway_are, v=1, w=-0.0375500715153548, v*w=-0.0375500715153548
f=people_on, v=1, w=-0.05228727489076999, v*w=-0.05228727489076999
f=pants_., v=1, w=-0.06325482883469145, v*w=-0.06325482883469145
f=seemed, v=1, w=-0.06454609219078837, v*w=-0.06454609219078837
f=,_but, v=1, w=-0.07647317308602476, v*w=-0.07647317308602476
f=have, v=2, w=-0.05582711192849986, v*w=-0.11165422385699972
f=but, v=1, w=-0.11604762240379574, v*w=-0.11604762240379574
f=Two, v=1, w=-0.14272615647644044, v*w=-0.14272615647644044
f=the_subway, v=1, w=-0.18890505733254917, v*w=-0.18890505733254917
f=pants, v=1, w=-0.1926238625904829, v*w=-0.1926238625904829
f=men, v=1, w=-0.21430049750605148, v*w=-0.21430049750605148
f=lost, v=1, w=-0.23613847535617313, v*w=-0.23613847535617313
f=,_with, v=1, w=-0.24123853529419834, v*w=-0.24123853529419834
f=reading, v=1, w=-0.24829414226507682, v*w=-0.24829414226507682
f=with, v=1, w=-0.37578220266504436, v*w=-0.37578220266504436
f=their, v=1, w=-0.38541075982845596, v*w=-0.38541075982845596
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=sitting_on, v=1, w=-0.4075003112082115, v*w=-0.4075003112082115
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=to, v=1, w=-0.8016492569411924, v*w=-0.8016492569411924
f=word_mismatch, v=17, w=-0.04797307969310231, v*w=-0.8155423547827393
f=on, v=3, w=-0.29811008903331604, v*w=-0.8943302670999481
f=are, v=2, w=-0.6460762017236287, v*w=-1.2921524034472573
================================================================================
P: Two Asian women wear sandals , long silk robes and hold umbrellas .
H: Women in Japan take shelter from the rain
label=0, predicted=0, correct
f=length_diff, v=5, w=0.2283268767017618, v*w=1.141634383508809
f=Women, v=1, w=0.4431072304367796, v*w=0.4431072304367796
f=wear, v=1, w=0.15117342127694297, v*w=0.15117342127694297
f=umbrellas, v=1, w=0.14736209329594524, v*w=0.14736209329594524
f=shelter, v=1, w=0.09292815171751391, v*w=0.09292815171751391
f=Women_in, v=1, w=0.08700887253229302, v*w=0.08700887253229302
f=,_long, v=1, w=0.0742823531447433, v*w=0.0742823531447433
f=sandals, v=1, w=0.04781752750799901, v*w=0.04781752750799901
f=hold, v=1, w=0.03626666850330406, v*w=0.03626666850330406
f=robes_and, v=1, w=0.02789885062979444, v*w=0.02789885062979444
f=Japan, v=1, w=0.021698742444491312, v*w=0.021698742444491312
f=in_Japan, v=1, w=0.021698742444491312, v*w=0.021698742444491312
f=silk, v=1, w=0, v*w=0
f=women_wear, v=1, w=0, v*w=0
f=wear_sandals, v=1, w=0, v*w=0
f=long_silk, v=1, w=0, v*w=0
f=silk_robes, v=1, w=0, v*w=0
f=hold_umbrellas, v=1, w=0, v*w=0
f=Japan_take, v=1, w=0, v*w=0
f=take_shelter, v=1, w=0, v*w=0
f=lexical_overlap, v=0, w=0.3830654707424352, v*w=0.0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=shelter_from, v=1, w=-0.010248680343895289, v*w=-0.010248680343895289
f=women, v=1, w=-0.06125169166873571, v*w=-0.06125169166873571
f=umbrellas_., v=1, w=-0.0649163424707948, v*w=-0.0649163424707948
f=and_hold, v=1, w=-0.07056498733212385, v*w=-0.07056498733212385
f=from_the, v=1, w=-0.07864501417305393, v*w=-0.07864501417305393
f=robes, v=1, w=-0.08281130660579553, v*w=-0.08281130660579553
f=sandals_,, v=1, w=-0.09159299083708214, v*w=-0.09159299083708214
f=Asian_women, v=1, w=-0.1424059710014056, v*w=-0.1424059710014056
f=Two, v=1, w=-0.14272615647644044, v*w=-0.14272615647644044
f=long, v=1, w=-0.1499926509110486, v*w=-0.1499926509110486
f=the_rain, v=1, w=-0.1747249170199605, v*w=-0.1747249170199605
f=Two_Asian, v=1, w=-0.17594517519558708, v*w=-0.17594517519558708
f=Asian, v=1, w=-0.1889015894476385, v*w=-0.1889015894476385
f=rain, v=1, w=-0.237168732589361, v*w=-0.237168732589361
f=take, v=1, w=-0.2777877066933305, v*w=-0.2777877066933305
f=from, v=1, w=-0.3896702737998336, v*w=-0.3896702737998336
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=word_mismatch, v=13, w=-0.04797307969310231, v*w=-0.6236500360103301
================================================================================
P: Seven people are riding bikes on a sandy track .
H: The people are racing .
label=0, predicted=0, correct
f=lexical_overlap, v=3, w=0.3830654707424352, v*w=1.1491964122273055
f=length_diff, v=5, w=0.2283268767017618, v*w=1.141634383508809
f=bikes, v=1, w=0.29371718993733453, v*w=0.29371718993733453
f=a_sandy, v=1, w=0.2492607814388244, v*w=0.2492607814388244
f=people_are, v=2, w=0.10474499588895667, v*w=0.20948999177791333
f=on_a, v=1, w=0.1768242450195646, v*w=0.1768242450195646
f=sandy, v=1, w=0.15687032474212706, v*w=0.15687032474212706
f=track, v=1, w=0.09343731981257061, v*w=0.09343731981257061
f=are_riding, v=1, w=0.06440032644495951, v*w=0.06440032644495951
f=riding_bikes, v=1, w=0.013943110159058565, v*w=0.013943110159058565
f=track_., v=1, w=0.00697006990623851, v*w=0.00697006990623851
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=bikes_on, v=1, w=-0.013812054899124812, v*w=-0.013812054899124812
f=people, v=2, w=-0.027486497905934534, v*w=-0.05497299581186907
f=sandy_track, v=1, w=-0.05737189049551184, v*w=-0.05737189049551184
f=riding, v=1, w=-0.05798092348603508, v*w=-0.05798092348603508
f=racing_., v=1, w=-0.06678807467276057, v*w=-0.06678807467276057
f=Seven_people, v=1, w=-0.12288759606342695, v*w=-0.12288759606342695
f=are_racing, v=1, w=-0.1337537827489452, v*w=-0.1337537827489452
f=Seven, v=1, w=-0.14557857490062961, v*w=-0.14557857490062961
f=racing, v=1, w=-0.22762556382110774, v*w=-0.22762556382110774
f=The_people, v=1, w=-0.28656644339247617, v*w=-0.28656644339247617
f=on, v=1, w=-0.29811008903331604, v*w=-0.29811008903331604
f=word_mismatch, v=7, w=-0.04797307969310231, v*w=-0.3358115578517162
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=are, v=2, w=-0.6460762017236287, v*w=-1.2921524034472573
================================================================================
P: A couple bows their head as a man in a decorative robe reads from a scroll in Asia with a black late model station wagon in the background .
H: A black late model station wagon is in the background .
label=1, predicted=1, correct
f=length_diff, v=18, w=0.2283268767017618, v*w=4.109883780631712
f=lexical_overlap, v=10, w=0.3830654707424352, v*w=3.830654707424352
f=is_in, v=1, w=0.7654235095820207, v*w=0.7654235095820207
f=a_man, v=1, w=0.6479779320430809, v*w=0.6479779320430809
f=background, v=2, w=0.21147769380473994, v*w=0.42295538760947987
f=reads, v=1, w=0.29098347443930983, v*w=0.29098347443930983
f=station, v=2, w=0.14053148551460695, v*w=0.2810629710292139
f=man_in, v=1, w=0.2580405470472171, v*w=0.2580405470472171
f=with_a, v=1, w=0.2523841160226351, v*w=0.2523841160226351
f=decorative, v=1, w=0.23110904142283134, v*w=0.23110904142283134
f=in_a, v=1, w=0.21910880076345068, v*w=0.21910880076345068
f=scroll, v=1, w=0.14936163181513112, v*w=0.14936163181513112
f=A_couple, v=1, w=0.1255716331146896, v*w=0.1255716331146896
f=their_head, v=1, w=0.04801490267339936, v*w=0.04801490267339936
f=bows, v=1, w=0, v*w=0
f=couple_bows, v=1, w=0, v*w=0
f=bows_their, v=1, w=0, v*w=0
f=a_decorative, v=1, w=0, v*w=0
f=decorative_robe, v=1, w=0, v*w=0
f=robe_reads, v=1, w=0, v*w=0
f=reads_from, v=1, w=0, v*w=0
f=a_scroll, v=1, w=0, v*w=0
f=scroll_in, v=1, w=0, v*w=0
f=Asia_with, v=1, w=0, v*w=0
f=black_late, v=2, w=0, v*w=0
f=late_model, v=2, w=0, v*w=0
f=model_station, v=2, w=0, v*w=0
f=station_wagon, v=2, w=0, v*w=0
f=wagon_in, v=1, w=0, v*w=0
f=wagon_is, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=head_as, v=1, w=-0.0008342471244608549, v*w=-0.0008342471244608549
f=the_background, v=2, w=-0.0025651344794426173, v*w=-0.0051302689588852346
f=from_a, v=1, w=-0.017854723324229056, v*w=-0.017854723324229056
f=A_black, v=1, w=-0.0225508936424583, v*w=-0.0225508936424583
f=in_the, v=2, w=-0.011687244813448, v*w=-0.023374489626896
f=robe, v=1, w=-0.1103539450716684, v*w=-0.1103539450716684
f=head, v=1, w=-0.12245038414827926, v*w=-0.12245038414827926
f=Asia, v=1, w=-0.12365223573357816, v*w=-0.12365223573357816
f=in_Asia, v=1, w=-0.12365223573357816, v*w=-0.12365223573357816
f=man, v=1, w=-0.14954275836407363, v*w=-0.14954275836407363
f=a_black, v=1, w=-0.15698194960484346, v*w=-0.15698194960484346
f=black, v=2, w=-0.0813984155623056, v*w=-0.1627968311246112
f=couple, v=1, w=-0.20958463560474214, v*w=-0.20958463560474214
f=as_a, v=1, w=-0.2267884494460413, v*w=-0.2267884494460413
f=wagon, v=2, w=-0.11807300494106124, v*w=-0.23614600988212248
f=late, v=2, w=-0.12824208508349694, v*w=-0.2564841701669939
f=background_., v=2, w=-0.1501260969465429, v*w=-0.3002521938930858
f=with, v=1, w=-0.37578220266504436, v*w=-0.37578220266504436
f=their, v=1, w=-0.38541075982845596, v*w=-0.38541075982845596
f=from, v=1, w=-0.3896702737998336, v*w=-0.3896702737998336
f=as, v=1, w=-0.39907712565717507, v*w=-0.39907712565717507
f=model, v=2, w=-0.20960936533500873, v*w=-0.41921873067001747
f=is, v=1, w=-0.45493996500424116, v*w=-0.45493996500424116
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
f=word_mismatch, v=14, w=-0.04797307969310231, v*w=-0.6716231157034324
f=the, v=2, w=-0.5978066899968455, v*w=-1.195613379993691
f=a, v=4, w=-0.40085934414878244, v*w=-1.6034373765951297
f=in, v=4, w=-0.4621736065762428, v*w=-1.8486944263049712
================================================================================
P: Woman reading a book in a laundry room
H: The book is old .
label=0, predicted=0, correct
f=length_diff, v=3, w=0.2283268767017618, v*w=0.6849806301052854
f=lexical_overlap, v=1, w=0.3830654707424352, v*w=0.3830654707424352
f=in_a, v=1, w=0.21910880076345068, v*w=0.21910880076345068
f=Woman, v=1, w=0.09293984106114424, v*w=0.09293984106114424
f=Woman_reading, v=1, w=0, v*w=0
f=The_book, v=1, w=0, v*w=0
f=book_is, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=book_in, v=1, w=-0.043746482318203425, v*w=-0.043746482318203425
f=a_book, v=1, w=-0.045111694266903736, v*w=-0.045111694266903736
f=laundry_room, v=1, w=-0.04756017713291457, v*w=-0.04756017713291457
f=book, v=2, w=-0.03386010545777402, v*w=-0.06772021091554804
f=a_laundry, v=1, w=-0.10024116422300411, v*w=-0.10024116422300411
f=laundry, v=1, w=-0.17790045543317248, v*w=-0.17790045543317248
f=room, v=1, w=-0.18278414415849262, v*w=-0.18278414415849262
f=is_old, v=1, w=-0.21690236911575111, v*w=-0.21690236911575111
f=reading_a, v=1, w=-0.23422491857264588, v*w=-0.23422491857264588
f=reading, v=1, w=-0.24829414226507682, v*w=-0.24829414226507682
f=old_., v=1, w=-0.27037273438415893, v*w=-0.27037273438415893
f=word_mismatch, v=6, w=-0.04797307969310231, v*w=-0.28783847815861385
f=old, v=1, w=-0.32302679446596455, v*w=-0.32302679446596455
f=is, v=1, w=-0.45493996500424116, v*w=-0.45493996500424116
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
================================================================================
P: A man is standing in front of a building holding heart shaped balloons and a woman is crossing the street .
H: Someone is holding something outside .
label=1, predicted=1, correct
f=length_diff, v=15, w=0.2283268767017618, v*w=3.424903150526427
f=lexical_overlap, v=3, w=0.3830654707424352, v*w=1.1491964122273055
f=Someone, v=1, w=0.6736707637667199, v*w=0.6736707637667199
f=outside_., v=1, w=0.6659319901243318, v*w=0.6659319901243318
f=Someone_is, v=1, w=0.555387945605332, v*w=0.555387945605332
f=is_holding, v=1, w=0.3302315283811937, v*w=0.3302315283811937
f=A_man, v=1, w=0.324577417131331, v*w=0.324577417131331
f=and_a, v=1, w=0.2887705741972328, v*w=0.2887705741972328
f=front_of, v=1, w=0.26027869344495036, v*w=0.26027869344495036
f=of_a, v=1, w=0.2468873764455795, v*w=0.2468873764455795
f=something, v=1, w=0.23775397632676623, v*w=0.23775397632676623
f=holding_something, v=1, w=0.21252837082773307, v*w=0.21252837082773307
f=in_front, v=1, w=0.2025982840106905, v*w=0.2025982840106905
f=the_street, v=1, w=0.17264210268259333, v*w=0.17264210268259333
f=is_standing, v=1, w=0.12918474420386797, v*w=0.12918474420386797
f=crossing, v=1, w=0.11669476003144696, v*w=0.11669476003144696
f=a_woman, v=1, w=0.10950611503833728, v*w=0.10950611503833728
f=building_holding, v=1, w=0.10544487990574296, v*w=0.10544487990574296
f=street_., v=1, w=0.08444538788523681, v*w=0.08444538788523681
f=man_is, v=1, w=0.07446248811904224, v*w=0.07446248811904224
f=crossing_the, v=1, w=0.07052231596876146, v*w=0.07052231596876146
f=something_outside, v=1, w=0.06287808960346718, v*w=0.06287808960346718
f=is_crossing, v=1, w=0.05357472813012694, v*w=0.05357472813012694
f=woman, v=1, w=0.03210373284279739, v*w=0.03210373284279739
f=shaped, v=1, w=0.009020279253212464, v*w=0.009020279253212464
f=standing_in, v=1, w=0.007904230248860644, v*w=0.007904230248860644
f=holding_heart, v=1, w=0, v*w=0
f=heart_shaped, v=1, w=0, v*w=0
f=shaped_balloons, v=1, w=0, v*w=0
f=balloons_and, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=outside, v=1, w=-0.001485132525099549, v*w=-0.001485132525099549
f=holding, v=2, w=-0.02540811413669447, v*w=-0.05081622827338894
f=a_building, v=1, w=-0.06637078917603284, v*w=-0.06637078917603284
f=standing, v=1, w=-0.07396091614144877, v*w=-0.07396091614144877
f=man, v=1, w=-0.14954275836407363, v*w=-0.14954275836407363
f=heart, v=1, w=-0.15248344531259733, v*w=-0.15248344531259733
f=street, v=1, w=-0.1740767558473877, v*w=-0.1740767558473877
f=balloons, v=1, w=-0.18685493999563543, v*w=-0.18685493999563543
f=woman_is, v=1, w=-0.21107319619400958, v*w=-0.21107319619400958
f=building, v=1, w=-0.2609975899577166, v*w=-0.2609975899577166
f=front, v=1, w=-0.27291575349433383, v*w=-0.27291575349433383
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=of, v=1, w=-0.37790219820508486, v*w=-0.37790219820508486
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=word_mismatch, v=16, w=-0.04797307969310231, v*w=-0.767569275089637
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
f=is, v=3, w=-0.45493996500424116, v*w=-1.3648198950127235
================================================================================
P: Two guys are wearing uniforms who are running in the grass .
H: Two guys in uniforms are playing a sport on the grass
label=0, predicted=0, correct
f=lexical_overlap, v=7, w=0.3830654707424352, v*w=2.6814582951970465
f=uniforms, v=2, w=0.2993819079949873, v*w=0.5987638159899746
f=the_grass, v=2, w=0.2946929919222292, v*w=0.5893859838444584
f=Two_guys, v=2, w=0.2114921172850748, v*w=0.4229842345701496
f=playing_a, v=1, w=0.36945581111761966, v*w=0.36945581111761966
f=on_the, v=1, w=0.2665158312004819, v*w=0.2665158312004819
f=sport, v=1, w=0.2593450978437767, v*w=0.2593450978437767
f=length_diff, v=1, w=0.2283268767017618, v*w=0.2283268767017618
f=a_sport, v=1, w=0.20239979346228726, v*w=0.20239979346228726
f=guys_are, v=1, w=0.15390375766543687, v*w=0.15390375766543687
f=are_playing, v=1, w=0.13758377822101678, v*w=0.13758377822101678
f=guys, v=2, w=0.06630509901471439, v*w=0.13261019802942878
f=grass, v=2, w=0.05627909706401295, v*w=0.1125581941280259
f=in_uniforms, v=1, w=0.07762225723118174, v*w=0.07762225723118174
f=wearing_uniforms, v=1, w=0.03767124116943334, v*w=0.03767124116943334
f=uniforms_who, v=1, w=0, v*w=0
f=sport_on, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=who_are, v=1, w=-0.0075050315759539795, v*w=-0.0075050315759539795
f=in_the, v=1, w=-0.011687244813448, v*w=-0.011687244813448
f=are_wearing, v=1, w=-0.055623883710677904, v*w=-0.055623883710677904
f=uniforms_are, v=1, w=-0.10683673099119007, v*w=-0.10683673099119007
f=playing, v=1, w=-0.13778360371493695, v*w=-0.13778360371493695
f=running, v=1, w=-0.1448203127667104, v*w=-0.1448203127667104
f=guys_in, v=1, w=-0.17597597618050545, v*w=-0.17597597618050545
f=grass_., v=1, w=-0.1907955178460093, v*w=-0.1907955178460093
f=word_mismatch, v=4, w=-0.04797307969310231, v*w=-0.19189231877240925
f=running_in, v=1, w=-0.2406003588077752, v*w=-0.2406003588077752
f=are_running, v=1, w=-0.24659653099622353, v*w=-0.24659653099622353
f=Two, v=2, w=-0.14272615647644044, v*w=-0.28545231295288087
f=on, v=1, w=-0.29811008903331604, v*w=-0.29811008903331604
f=who, v=1, w=-0.30670052743170495, v*w=-0.30670052743170495
f=wearing, v=1, w=-0.30951804432226004, v*w=-0.30951804432226004
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=in, v=2, w=-0.4621736065762428, v*w=-0.9243472131524856
f=the, v=2, w=-0.5978066899968455, v*w=-1.195613379993691
f=are, v=3, w=-0.6460762017236287, v*w=-1.938228605170886
================================================================================
P: Two men in uniforms are in soccer field behind a line waiting to play .
H: two men waiting to play soccer in May
label=0, predicted=0, correct
f=lexical_overlap, v=6, w=0.3830654707424352, v*w=2.298392824454611
f=length_diff, v=7, w=0.2283268767017618, v*w=1.5982881369123325
f=are_in, v=1, w=0.5889401859373912, v*w=0.5889401859373912
f=uniforms, v=1, w=0.2993819079949873, v*w=0.2993819079949873
f=two, v=1, w=0.22081561698439575, v*w=0.22081561698439575
f=soccer, v=2, w=0.09346641268822724, v*w=0.18693282537645448
f=soccer_in, v=1, w=0.1751453449889827, v*w=0.1751453449889827
f=play_., v=1, w=0.14918944766924963, v*w=0.14918944766924963
f=a_line, v=1, w=0.14299420289134904, v*w=0.14299420289134904
f=in_uniforms, v=1, w=0.07762225723118174, v*w=0.07762225723118174
f=play_soccer, v=1, w=0.06950088099307661, v*w=0.06950088099307661
f=soccer_field, v=1, w=0.06753095512226341, v*w=0.06753095512226341
f=Two_men, v=1, w=0.06374659468783658, v*w=0.06374659468783658
f=men_waiting, v=1, w=0.04454994313221, v*w=0.04454994313221
f=behind_a, v=1, w=0.005926756275199323, v*w=0.005926756275199323
f=men_in, v=1, w=0.005006364394917534, v*w=0.005006364394917534
f=field_behind, v=1, w=0, v*w=0
f=line_waiting, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=line, v=1, w=-0.001720828655204189, v*w=-0.001720828655204189
f=in_May, v=1, w=-0.020671153432882085, v*w=-0.020671153432882085
f=in_soccer, v=1, w=-0.028516522895297068, v*w=-0.028516522895297068
f=May, v=1, w=-0.03353025407960046, v*w=-0.03353025407960046
f=uniforms_are, v=1, w=-0.10683673099119007, v*w=-0.10683673099119007
f=Two, v=1, w=-0.14272615647644044, v*w=-0.14272615647644044
f=field, v=1, w=-0.2017667971284122, v*w=-0.2017667971284122
f=two_men, v=1, w=-0.22321094862998256, v*w=-0.22321094862998256
f=behind, v=1, w=-0.2587391494579458, v*w=-0.2587391494579458
f=to_play, v=2, w=-0.13172585082074878, v*w=-0.26345170164149756
f=word_mismatch, v=8, w=-0.04797307969310231, v*w=-0.3837846375448185
f=waiting_to, v=2, w=-0.19717712740509027, v*w=-0.39435425481018055
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
